escrow_id,milestone_id,deposit_amount,deposit_date,release_date,release_status
718,718,2655,2026-05-31,,Held
719,719,2094,2025-12-26,,Pending
720,720,2529,2025-12-09,,Released
721,721,304,2026-03-01,,Pending
722,722,684,2025-07-06,,Held
723,723,996,2026-01-19,2026-02-02,Released
724,724,1118,2025-08-12,,Held
725,725,1734,2026-06-01,,Released
726,726,2545,2025-12-22,,Pending
727,727,2880,2026-04-16,,Pending
728,728,1124,2025-07-31,2025-08-11,Released
729,729,1349,2026-05-10,2026-05-24,Released
730,730,2335,2026-07-17,2026-08-05,Released
731,731,2256,2026-04-05,,Pending
732,732,2018,2025-08-09,,Pending
733,733,1780,2025-12-06,,Pending
734,734,1338,2025-12-22,2026-01-15,Released
735,735,2325,2025-08-28,,Held
736,736,615,2026-02-19,,Pending
737,737,2221,2026-04-12,,Pending
738,738,1206,2025-09-07,,Held
739,739,349,2025-12-23,2026-01-07,Released
740,740,317,2025-09-27,,Held
741,741,2128,2026-04-03,2026-04-25,Released
742,742,733,2026-07-04,,Pending
743,743,2654,2026-05-18,,Held
744,744,726,2026-04-15,,Held
745,745,1112,2025-08-04,2025-08-12,Released
746,746,1328,2025-07-31,,Pending
747,747,2339,2025-12-21,,Pending
748,748,2795,2025-11-14,,Held
749,749,799,2026-01-22,,Held
750,750,2050,2025-11-23,,Pending
751,751,2511,2026-05-15,,Pending
752,752,1702,2026-01-16,,Pending
753,753,1807,2026-07-22,,Pending
754,754,145,2025-11-21,,Held
755,755,2791,2025-11-22,,Held
756,756,1977,2026-05-06,,Pending
757,757,1528,2026-07-06,,Held
758,758,814,2026-02-08,,Held
759,759,1489,2026-03-20,,Pending
760,760,2796,2025-08-15,,Pending
761,761,2081,2026-06-18,,Pending
762,762,2459,2025-08-28,,Held
763,763,630,2026-04-12,,Held
764,764,2494,2025-12-08,,Held
765,765,220,2025-10-22,,Held
766,766,2145,2026-05-06,,Held
767,767,531,2025-12-20,2026-01-01,Released
768,768,363,2026-03-06,,Released
769,769,398,2025-08-02,,Pending
770,770,220,2025-08-08,2025-09-02,Released
771,771,1646,2025-09-07,2025-09-26,Released
772,772,901,2026-03-05,,Pending
773,773,1023,2025-09-28,2025-10-12,Released
774,774,2264,2025-12-25,,Released
775,775,1572,2026-06-12,,Pending
776,776,859,2026-01-30,,Held
777,777,2132,2025-06-15,2025-07-06,Released
778,778,2151,2026-06-24,,Pending
779,779,375,2025-09-22,,Pending
780,780,390,2026-02-18,,Held
781,781,1044,2026-01-01,2026-01-21,Released
782,782,1287,2025-12-04,,Pending
783,783,378,2025-07-16,,Released
784,784,2456,2026-02-23,2026-03-17,Released
785,785,1378,2025-09-25,,Pending
786,786,2487,2026-02-01,,Pending
787,787,2775,2026-03-04,,Released
788,788,343,2026-02-05,,Released
789,789,2817,2026-05-30,2026-06-14,Released
790,790,2598,2025-07-03,,Held
791,791,389,2025-08-15,,Pending
792,792,2358,2026-03-18,,Pending
793,793,270,2025-06-28,,Released
794,794,1032,2026-06-11,,Released
795,795,2288,2026-03-24,,Held
796,796,2363,2026-06-04,,Pending
797,797,2350,2025-10-18,,Released
798,798,1888,2026-07-10,,Released
799,799,141,2025-07-03,2025-07-26,Released
800,800,287,2025-12-07,2025-12-30,Released
801,801,332,2025-08-27,2025-09-03,Released
802,802,279,2026-03-26,,Pending
803,803,1297,2026-02-28,2026-03-12,Released
804,804,2789,2026-04-03,2026-04-11,Released
805,805,1002,2026-02-21,,Pending
806,806,2358,2026-05-14,,Pending
807,807,1195,2025-08-27,,Pending
808,808,1519,2025-12-23,,Pending
809,809,1245,2026-02-14,2026-03-06,Released
810,810,1044,2026-07-14,,Pending
811,811,1625,2025-07-22,,Held
812,812,1062,2025-10-18,,Held
813,813,2143,2025-11-17,2025-11-22,Released
814,814,1330,2025-11-21,2025-12-08,Released
815,815,1675,2025-07-11,,Pending
816,816,2281,2025-12-12,2025-12-30,Released
817,817,206,2026-02-02,,Held
818,818,1175,2025-10-15,,Held
819,819,2645,2025-08-09,,Pending
820,820,547,2026-04-04,,Held
821,821,2290,2025-10-07,,Pending
822,822,2225,2026-01-23,,Pending
823,823,2014,2026-01-22,,Held
824,824,162,2026-04-05,,Pending
825,825,2323,2026-02-28,,Pending
826,826,258,2025-07-29,,Held
827,827,2800,2026-04-19,,Pending
828,828,609,2026-03-07,,Pending
829,829,832,2026-08-07,,Pending
830,830,136,2026-01-05,,Pending
831,831,339,2026-04-02,,Held
832,832,2599,2026-07-15,,Held
833,833,836,2026-08-07,,Pending
834,834,1163,2025-10-13,,Pending
835,835,303,2026-02-27,2026-03-24,Released
836,836,271,2025-10-25,,Held
837,837,1154,2026-01-22,2026-02-04,Released
838,838,2313,2026-08-10,,Held
839,839,1917,2025-11-10,2025-12-01,Released
840,840,2436,2025-08-07,,Pending
841,841,392,2026-02-07,,Held
842,842,686,2026-01-20,,Released
843,843,1771,2026-03-09,,Held
844,844,2647,2026-01-08,,Released
845,845,714,2025-08-28,,Held
846,846,2481,2026-02-27,,Held
847,847,2486,2026-04-10,,Released
848,848,2759,2026-08-04,2026-08-21,Released
849,849,2162,2025-06-13,,Held
850,850,2307,2025-06-23,,Held
851,851,2231,2026-03-06,,Pending
852,852,1300,2025-08-02,2025-08-25,Released
853,853,1045,2026-06-09,,Pending
854,854,1922,2026-05-19,,Held
855,855,426,2026-08-12,,Pending
856,856,2776,2025-12-06,,Pending
857,857,1815,2025-11-02,,Released
858,858,1103,2026-02-06,,Pending
859,859,1166,2026-03-11,,Pending
860,860,1773,2025-06-17,,Pending
861,861,2124,2025-09-06,,Held
862,862,1959,2025-10-10,2025-10-20,Released
863,863,1178,2026-05-15,,Held
864,864,617,2025-10-22,2025-10-30,Released
865,865,399,2026-01-14,2026-01-24,Released
866,866,1829,2025-10-28,,Pending
867,867,1478,2025-06-15,,Held
868,868,402,2026-04-01,,Held
869,869,1774,2025-11-05,,Held
870,870,1284,2026-04-17,,Pending
871,871,2186,2026-03-02,2026-03-25,Released
872,872,2529,2025-06-25,,Pending
873,873,1653,2025-08-26,,Pending
874,874,1244,2025-10-31,2025-11-23,Released
875,875,1497,2025-11-03,,Released
876,876,1847,2026-03-26,,Pending
877,877,830,2026-07-08,,Released
878,878,2455,2026-05-18,,Held
879,879,1266,2026-03-15,,Released
880,880,1281,2026-01-04,,Pending
881,881,677,2026-03-07,2026-03-20,Released
882,882,212,2026-06-28,,Held
883,883,899,2026-01-27,2026-02-18,Released
884,884,932,2025-11-02,,Pending
885,885,1922,2026-05-12,,Held
886,886,1920,2025-12-06,,Pending
887,887,2839,2026-04-25,2026-05-08,Released
888,888,404,2026-06-03,,Pending
889,889,1230,2025-10-18,,Pending
890,890,2995,2026-04-17,,Held
891,891,511,2025-10-25,,Held
892,892,879,2026-01-27,,Held
893,893,2698,2025-09-09,,Held
894,894,1186,2026-04-01,,Pending
895,895,1257,2026-05-19,2026-06-08,Released
896,896,977,2026-06-26,2026-07-17,Released
897,897,2384,2025-11-10,,Held
898,898,2917,2026-07-31,,Pending
899,899,1061,2025-10-10,,Held
900,900,1329,2025-06-26,2025-07-06,Released
901,901,2107,2026-08-06,,Held
902,902,2325,2026-03-06,,Pending
903,903,1276,2026-06-06,,Pending
904,904,1113,2026-02-11,,Held
905,905,1406,2025-11-25,,Held
906,906,2914,2026-02-21,2026-03-11,Released
907,907,1171,2026-06-16,,Held
908,908,1910,2026-04-29,,Pending
909,909,2088,2026-04-09,,Held
910,910,1933,2025-10-24,,Pending
911,911,944,2025-06-26,,Held
912,912,181,2025-12-06,,Held
913,913,2364,2026-01-10,,Released
914,914,1583,2025-09-22,,Held
915,915,1039,2025-12-22,,Pending
916,916,1457,2026-07-23,,Pending
917,917,155,2025-09-13,2025-09-25,Released
918,918,1729,2025-10-19,,Pending
919,919,2918,2025-07-30,2025-08-24,Released
920,920,447,2026-05-13,2026-05-26,Released
921,921,721,2026-05-10,2026-06-03,Released
922,922,895,2026-07-07,,Held
923,923,2198,2025-12-19,,Held
924,924,2787,2025-06-23,,Held
925,925,1859,2026-01-04,,Released
926,926,2397,2026-01-12,,Pending
927,927,1101,2025-09-02,,Pending
928,928,1952,2026-07-11,2026-07-19,Released
929,929,1050,2026-04-21,,Pending
930,930,2732,2026-01-22,,Pending
931,931,490,2026-05-09,,Held
932,932,443,2025-08-13,2025-08-25,Released
933,933,2243,2026-06-19,,Held
934,934,2121,2026-05-29,,Pending
935,935,716,2026-07-17,2026-08-01,Released
936,936,122,2026-03-28,,Pending
937,937,2334,2025-08-08,,Pending
938,938,1418,2026-04-17,,Pending
939,939,433,2025-12-25,2026-01-16,Released
940,940,621,2026-04-13,2026-04-30,Released
941,941,908,2026-01-21,,Pending
942,942,1837,2025-06-14,,Pending
943,943,672,2026-07-15,,Held
944,944,1735,2026-04-01,,Released
945,945,1305,2026-02-21,,Held
946,946,2240,2025-07-20,,Pending
947,947,2409,2025-12-28,,Held
948,948,2243,2025-07-02,,Held
949,949,2227,2026-01-20,,Held
950,950,962,2026-03-20,,Pending
951,951,2247,2025-10-24,,Held
952,952,1805,2026-02-14,2026-03-01,Released
953,953,1377,2025-10-23,,Held
954,954,2302,2026-06-28,,Pending
955,955,2019,2025-10-27,,Held
956,956,1025,2025-09-03,,Pending
957,957,1264,2025-10-08,,Pending
958,958,1604,2025-10-26,,Held
959,959,2398,2025-12-17,,Held
960,960,724,2025-08-02,2025-08-25,Released
961,961,830,2025-08-15,,Pending
962,962,2505,2025-10-07,,Held
963,963,2577,2025-06-19,,Pending
964,964,2838,2026-03-05,,Pending
965,965,986,2026-01-17,2026-01-29,Released
966,966,687,2025-09-09,2025-09-18,Released
967,967,418,2025-11-09,,Released
968,968,1339,2025-10-26,,Held
969,969,1710,2025-08-12,,Pending
970,970,1554,2026-04-09,,Pending
971,971,2273,2025-10-11,,Released
972,972,2695,2025-09-25,,Pending
973,973,2395,2025-07-13,,Pending
974,974,2907,2026-03-01,,Released
975,975,829,2025-11-04,2025-11-20,Released
976,976,2844,2025-12-18,,Pending
977,977,2392,2025-08-07,2025-08-31,Released
978,978,902,2025-12-30,,Pending
979,979,1371,2026-03-27,,Pending
980,980,1218,2025-07-28,2025-08-21,Released
981,981,1731,2025-07-05,2025-07-25,Released
982,982,1223,2025-12-11,,Held
983,983,2108,2025-08-28,2025-09-16,Released
984,984,525,2026-02-21,2026-03-15,Released
985,985,2990,2026-02-20,,Held
986,986,1818,2026-06-04,2026-06-11,Released
987,987,895,2026-04-06,,Held
988,988,2852,2026-03-02,,Pending
989,989,1600,2025-10-24,,Held
990,990,366,2026-05-27,2026-06-02,Released
991,991,1192,2026-04-12,2026-04-21,Released
992,992,2592,2026-03-25,,Released
993,993,808,2026-01-26,,Held
994,994,1221,2026-08-01,,Held
995,995,2427,2026-04-30,,Held
996,996,453,2025-12-28,2026-01-07,Released
997,997,793,2025-08-08,2025-08-13,Released
998,998,1985,2026-05-25,,Released
999,999,2888,2026-07-09,,Held
1000,1000,1371,2025-12-29,2026-01-07,Released
1001,1001,829,2025-12-24,,Pending
1002,1002,916,2026-03-31,,Released
1003,1003,2957,2026-04-11,,Pending
1004,1004,1554,2025-12-28,,Held
1005,1005,2684,2025-09-19,,Held
1006,1006,1679,2025-09-16,2025-10-09,Released
1007,1007,1520,2026-06-14,,Held
1008,1008,949,2026-03-02,,Pending
1009,1009,1201,2026-07-06,2026-07-28,Released
1010,1010,993,2025-11-27,,Pending
1011,1011,2796,2026-04-07,,Held
1012,1012,2503,2026-03-23,,Pending
1013,1013,238,2026-05-15,,Pending
1014,1014,132,2026-06-23,2026-07-09,Released
1015,1015,1479,2025-12-23,,Held
1016,1016,1354,2025-06-25,2025-07-11,Released
1017,1017,2625,2026-01-01,,Pending
1018,1018,1735,2025-11-09,,Pending
1019,1019,1628,2025-12-26,,Held
1020,1020,1329,2025-08-24,,Released
1021,1021,541,2026-05-06,,Pending
1022,1022,2465,2026-02-25,,Pending
1023,1023,781,2025-08-06,,Pending
1024,1024,912,2025-07-26,,Held
1025,1025,320,2026-05-27,2026-06-11,Released
1026,1026,1978,2026-05-18,,Pending
1027,1027,920,2025-10-29,2025-11-07,Released
1028,1028,932,2026-03-16,,Pending
1029,1029,120,2026-05-16,,Pending
1030,1030,2352,2026-01-25,,Held
1031,1031,2837,2025-11-30,,Pending
1032,1032,492,2025-12-06,,Pending
1033,1033,2863,2026-03-04,,Held
1034,1034,2287,2026-02-01,,Released
1035,1035,210,2026-08-01,2026-08-24,Released
1036,1036,1611,2025-11-23,,Pending
1037,1037,2554,2025-11-05,,Pending
1038,1038,665,2026-05-25,,Pending
1039,1039,1883,2026-02-19,,Released
1040,1040,1843,2026-05-13,2026-05-23,Released
1041,1041,2865,2025-12-15,,Pending
1042,1042,2004,2026-05-14,2026-05-22,Released
1043,1043,2786,2026-01-30,,Pending
1044,1044,1406,2025-09-21,2025-10-01,Released
1045,1045,2911,2026-03-22,,Pending
1046,1046,1840,2025-07-16,,Pending
1047,1047,2156,2026-07-14,,Pending
1048,1048,2291,2026-02-12,,Pending
1049,1049,2863,2026-01-06,,Released
1050,1050,1156,2026-02-20,2026-03-15,Released
1051,1051,1881,2025-12-27,2026-01-15,Released
1052,1052,2105,2026-02-04,,Pending
1053,1053,1133,2026-05-29,,Pending
1054,1054,1194,2025-08-27,2025-09-18,Released
1055,1055,171,2026-07-25,,Pending
1056,1056,2540,2025-07-12,2025-07-18,Released
1057,1057,1722,2025-07-29,2025-08-20,Released
1058,1058,692,2026-05-25,,Held
1059,1059,1514,2026-05-07,,Pending
1060,1060,2430,2025-11-21,,Pending
1061,1061,2712,2026-01-09,2026-02-02,Released
1062,1062,1483,2026-03-21,,Held
1063,1063,191,2025-07-21,,Released
1064,1064,2774,2026-05-27,,Held
1065,1065,576,2026-06-25,,Released
1066,1066,2621,2026-07-02,,Held
1067,1067,1632,2026-03-10,,Held
1068,1068,1225,2025-06-13,,Held
1069,1069,2154,2025-08-14,,Held
1070,1070,948,2025-08-15,,Released
1071,1071,1225,2026-01-25,,Pending
1072,1072,497,2025-11-26,2025-12-11,Released
1073,1073,1005,2026-02-14,,Released
1074,1074,1986,2025-09-04,,Held
1075,1075,2317,2026-03-30,,Pending
1076,1076,1504,2025-10-25,,Pending
1077,1077,721,2026-02-10,,Pending
1078,1078,2957,2026-07-07,2026-07-29,Released
1079,1079,1750,2025-10-20,,Released
1080,1080,2686,2026-07-19,,Pending
1081,1081,440,2025-12-15,,Released
1082,1082,1345,2026-08-05,,Pending
1083,1083,2862,2025-11-06,,Pending
1084,1084,1801,2025-07-21,2025-08-08,Released
1085,1085,2379,2025-06-16,,Held
1086,1086,2301,2026-08-07,2026-08-24,Released
1087,1087,994,2025-12-02,2025-12-19,Released
1088,1088,831,2025-08-06,2025-08-20,Released
1089,1089,2353,2025-10-16,,Pending
1090,1090,2554,2025-11-17,,Pending
1091,1091,2681,2026-02-01,,Released
1092,1092,2705,2025-07-05,,Pending
1093,1093,1022,2026-04-08,,Pending
1094,1094,1272,2026-05-28,,Pending
1095,1095,1281,2025-11-13,2025-11-30,Released
1096,1096,2000,2026-06-14,,Held
1097,1097,2476,2026-06-16,,Held
1098,1098,873,2025-09-21,,Held
1099,1099,2555,2026-04-08,,Held
1100,1100,2597,2025-11-27,2025-12-12,Released
1101,1101,2903,2025-10-26,2025-11-15,Released
1102,1102,2779,2025-11-23,,Pending
1103,1103,1975,2025-11-22,,Pending
1104,1104,2034,2026-01-31,,Held
1105,1105,365,2026-03-22,2026-04-05,Released
1106,1106,1980,2026-01-01,,Released
1107,1107,1090,2025-09-01,,Released
1108,1108,555,2025-11-23,,Held
1109,1109,386,2026-07-11,2026-07-30,Released
1110,1110,2228,2026-06-05,,Pending
1111,1111,1165,2025-08-17,,Held
1112,1112,2287,2026-08-11,,Held
1113,1113,263,2026-03-25,,Pending
1114,1114,2760,2025-08-09,,Pending
1115,1115,697,2025-07-13,,Pending
1116,1116,792,2025-06-19,,Pending
1117,1117,2076,2026-04-16,2026-04-28,Released
1118,1118,2729,2026-01-06,,Held
1119,1119,2922,2025-12-16,,Pending
1120,1120,2965,2026-08-08,,Pending
1121,1121,706,2025-07-19,,Held
1122,1122,2408,2026-03-13,,Pending
1123,1123,748,2025-12-07,,Held
1124,1124,1901,2025-12-24,,Held
1125,1125,700,2026-05-15,,Held
1126,1126,2708,2026-02-25,,Released
1127,1127,1162,2025-12-11,,Pending
1128,1128,1762,2025-08-28,,Pending
1129,1129,2737,2026-01-16,2026-02-01,Released
1130,1130,2243,2026-02-03,,Pending
1131,1131,2755,2025-12-21,,Released
1132,1132,818,2025-11-11,,Pending
1133,1133,1502,2025-08-31,2025-09-07,Released
1134,1134,1239,2026-02-25,,Held
1135,1135,1560,2026-02-14,,Pending
1136,1136,2246,2026-06-08,2026-06-13,Released
1137,1137,2820,2025-09-21,,Released
1138,1138,2178,2026-01-12,,Released
1139,1139,425,2025-12-05,2025-12-27,Released
1140,1140,1102,2026-01-31,,Pending
1141,1141,1103,2025-11-16,2025-12-11,Released
1142,1142,826,2026-08-03,,Released
1143,1143,2360,2026-02-10,,Pending
1144,1144,1032,2026-04-09,2026-04-20,Released
1145,1145,2001,2025-07-31,2025-08-20,Released
1146,1146,2696,2026-01-04,2026-01-19,Released
1147,1147,441,2026-04-03,,Pending
1148,1148,2550,2025-08-12,,Pending
1149,1149,1860,2026-04-20,2026-05-13,Released
1150,1150,2732,2026-08-06,,Released
1151,1151,1968,2026-08-06,2026-08-30,Released
1152,1152,2563,2026-05-10,,Pending
1153,1153,2177,2025-12-28,,Pending
1154,1154,1182,2025-07-16,,Held
1155,1155,2876,2026-06-27,,Held
1156,1156,556,2025-07-20,,Released
1157,1157,2187,2025-12-31,,Pending
1158,1158,1869,2026-04-24,,Held
1159,1159,1502,2026-07-27,,Held
1160,1160,545,2025-07-16,2025-07-27,Released
1161,1161,1410,2026-03-09,,Held
1162,1162,2596,2026-05-18,2026-06-01,Released
1163,1163,740,2025-10-24,2025-11-08,Released
1164,1164,2599,2025-07-05,,Held
1165,1165,2776,2025-11-06,,Held
1166,1166,1036,2026-05-10,,Pending
1167,1167,1618,2025-12-29,,Released
1168,1168,1391,2026-01-17,,Pending
1169,1169,1808,2025-12-29,2026-01-15,Released
1170,1170,326,2026-04-21,,Pending
1171,1171,1223,2025-12-09,,Released
1172,1172,2811,2026-07-27,,Held
1173,1173,196,2026-05-19,,Pending
1174,1174,2385,2025-10-14,,Held
1175,1175,2160,2025-06-28,,Pending
1176,1176,1095,2026-07-11,2026-07-18,Released
1177,1177,2528,2026-04-28,,Pending
1178,1178,2917,2026-04-18,,Held
1179,1179,2585,2026-02-08,,Held
1180,1180,2719,2025-07-09,,Pending
1181,1181,1264,2025-12-31,,Released
1182,1182,1429,2025-08-24,,Held
1183,1183,2515,2025-07-04,,Pending
1184,1184,1895,2026-08-08,2026-08-15,Released
1185,1185,2380,2026-05-23,,Held
1186,1186,675,2026-03-05,2026-03-10,Released
1187,1187,1579,2025-10-13,,Pending
1188,1188,1415,2025-07-18,,Pending
1189,1189,1464,2026-01-14,,Released
1190,1190,1145,2026-06-10,,Held
1191,1191,588,2025-10-09,,Held
1192,1192,2092,2025-08-08,,Released
1193,1193,1629,2025-10-10,2025-10-31,Released
1194,1194,1439,2026-06-13,,Held
1195,1195,2698,2025-06-19,,Released
1196,1196,2386,2025-07-30,2025-08-06,Released
1197,1197,2450,2025-08-26,,Pending
1198,1198,2901,2026-02-20,,Pending
1199,1199,1948,2025-08-16,,Held
1200,1200,2753,2025-12-20,,Held
1201,1201,187,2026-05-23,,Pending
1202,1202,1697,2025-10-02,2025-10-26,Released
1203,1203,1012,2026-04-07,,Held
1204,1204,2777,2026-01-05,,Held
1205,1205,2462,2026-05-19,2026-06-04,Released
1206,1206,1363,2026-06-15,2026-06-26,Released
1207,1207,383,2025-11-06,,Pending
1208,1208,926,2025-07-18,,Pending
1209,1209,1054,2025-08-13,,Released
1210,1210,1900,2026-07-15,2026-07-24,Released
1211,1211,954,2025-08-17,,Pending
1212,1212,2517,2026-01-10,2026-01-27,Released
1213,1213,2103,2026-08-10,,Held
1214,1214,1800,2026-05-07,2026-05-22,Released
1215,1215,2057,2025-09-22,,Pending
1216,1216,166,2025-12-17,,Released
1217,1217,1739,2026-03-11,,Released
1218,1218,2770,2025-09-10,,Pending
1219,1219,2764,2026-04-21,,Held
1220,1220,164,2025-11-07,,Pending
1221,1221,285,2026-03-13,,Released
1222,1222,624,2026-04-30,,Held
1223,1223,259,2025-08-01,2025-08-21,Released
1224,1224,1622,2025-08-23,,Held
1225,1225,806,2025-11-29,,Released
1226,1226,1595,2025-10-19,2025-10-29,Released
1227,1227,935,2026-04-26,,Pending
1228,1228,2647,2026-04-29,,Pending
1229,1229,240,2026-01-25,,Held
1230,1230,290,2025-11-21,,Held
1231,1231,795,2026-04-09,2026-04-30,Released
1232,1232,2002,2026-01-01,,Pending
1233,1233,650,2025-08-13,,Held
1234,1234,2050,2026-06-18,,Pending
1235,1235,2788,2025-06-18,,Held
1236,1236,2057,2026-07-12,,Pending
1237,1237,615,2025-12-21,2026-01-01,Released
1238,1238,2800,2026-03-29,2026-04-10,Released
1239,1239,1256,2026-07-27,,Held
1240,1240,1446,2026-03-30,,Held
1241,1241,2229,2025-06-30,,Held
1242,1242,639,2026-07-08,,Pending
1243,1243,2473,2026-03-11,,Held
1244,1244,2688,2026-07-25,2026-08-11,Released
1245,1245,685,2025-12-13,,Held
1246,1246,2069,2026-07-09,,Pending
1247,1247,1761,2026-06-13,,Pending
1248,1248,2644,2025-11-02,,Pending
1249,1249,2784,2025-10-04,,Held
1250,1250,1496,2025-07-24,,Pending
1251,1251,2816,2026-03-18,,Released
1252,1252,2226,2025-11-26,,Pending
1253,1253,487,2026-05-08,2026-05-17,Released
1254,1254,1311,2026-04-28,2026-05-20,Released
1255,1255,1953,2026-04-21,,Pending
1256,1256,847,2026-02-18,,Pending
1257,1257,2887,2025-09-04,2025-09-13,Released
1258,1258,2252,2025-11-03,,Held
1259,1259,2250,2026-04-03,2026-04-24,Released
1260,1260,2309,2025-08-28,,Released
1261,1261,1633,2026-02-01,2026-02-11,Released
1262,1262,928,2026-03-26,,Pending
1263,1263,2051,2026-06-02,,Pending
1264,1264,101,2025-06-18,2025-07-02,Released
1265,1265,955,2025-07-24,,Held
1266,1266,1780,2025-07-27,2025-08-02,Released
1267,1267,1701,2025-12-19,,Held
1268,1268,388,2025-09-14,,Released
1269,1269,675,2025-10-11,,Pending
1270,1270,1441,2025-09-03,2025-09-16,Released
1271,1271,2247,2025-06-23,2025-07-07,Released
1272,1272,1051,2025-07-22,,Held
1273,1273,1961,2026-07-17,2026-08-10,Released
1274,1274,1146,2026-03-19,,Released
1275,1275,2496,2026-06-03,,Released
1276,1276,1292,2026-07-22,,Released
1277,1277,2553,2026-03-11,,Pending
1278,1278,2973,2026-04-10,,Pending
1279,1279,1247,2025-08-03,,Held
1280,1280,2722,2026-06-12,,Held
1281,1281,1560,2025-08-07,,Released
1282,1282,1876,2026-03-19,,Held
1283,1283,2396,2026-07-01,,Held
1284,1284,2584,2026-02-09,,Held
1285,1285,272,2026-07-30,,Held
1286,1286,2476,2026-06-29,,Held
1287,1287,1712,2026-04-05,,Held
1288,1288,2750,2025-09-28,,Pending
1289,1289,1733,2025-12-28,,Held
1290,1290,2840,2026-07-16,,Released
1291,1291,2682,2026-03-12,,Pending
1292,1292,1568,2026-07-11,,Held
1293,1293,1926,2025-10-08,2025-10-21,Released
1294,1294,757,2025-12-11,2025-12-24,Released
1295,1295,1418,2026-07-02,,Held
1296,1296,804,2026-05-06,,Pending
1297,1297,1540,2025-10-28,,Held
1298,1298,1352,2025-08-20,2025-09-04,Released
1299,1299,1381,2025-07-14,,Held
1300,1300,928,2026-05-10,,Pending
1301,1301,1536,2025-11-23,,Pending
1302,1302,1422,2025-11-01,2025-11-11,Released
1303,1303,2395,2025-07-08,,Pending
1304,1304,1730,2026-07-25,,Held
1305,1305,470,2025-10-03,,Held
1306,1306,1178,2025-12-17,,Released
1307,1307,1725,2026-01-08,2026-01-24,Released
1308,1308,2612,2026-07-13,,Held
1309,1309,1020,2026-02-27,,Pending
1310,1310,734,2025-08-28,,Held
1311,1311,1019,2026-01-08,,Held
1312,1312,1903,2025-08-13,,Held
1313,1313,1315,2026-05-06,2026-05-11,Released
1314,1314,1897,2025-09-14,,Pending
1315,1315,1788,2026-03-14,2026-03-25,Released
1316,1316,2669,2026-07-06,,Held
1317,1317,1171,2026-04-13,,Held
1318,1318,1179,2025-07-27,,Pending
1319,1319,2313,2025-07-14,,Pending
1320,1320,627,2026-02-11,2026-03-06,Released
1321,1321,2292,2025-09-27,,Pending
1322,1322,1017,2025-12-19,,Pending
1323,1323,2634,2026-06-29,,Pending
1324,1324,364,2025-08-15,,Released
1325,1325,361,2026-03-12,,Held
1326,1326,2433,2026-07-15,,Pending
1327,1327,2110,2026-03-23,,Pending
1328,1328,981,2025-10-04,,Held
1329,1329,1453,2026-04-07,2026-04-21,Released
1330,1330,690,2026-07-03,,Held
1331,1331,127,2026-02-12,,Held
1332,1332,760,2026-01-18,,Held
1333,1333,842,2026-07-18,2026-07-28,Released
1334,1334,589,2026-01-08,,Pending
1335,1335,667,2025-12-15,,Pending
1336,1336,1554,2026-06-07,,Released
1337,1337,2146,2026-05-11,,Released
1338,1338,921,2026-05-13,,Released
1339,1339,1491,2026-01-29,,Pending
1340,1340,183,2025-06-14,,Held
1341,1341,2267,2026-07-24,2026-07-29,Released
1342,1342,1635,2026-05-27,2026-06-19,Released
1343,1343,2643,2026-01-04,,Pending
1344,1344,497,2026-02-09,,Held
1345,1345,2451,2026-07-16,2026-08-01,Released
1346,1346,2178,2025-11-12,2025-11-22,Released
1347,1347,258,2026-03-30,,Held
1348,1348,1293,2025-11-30,2025-12-14,Released
1349,1349,2223,2026-03-09,2026-04-01,Released
1350,1350,891,2026-07-26,,Held
1351,1351,1962,2025-07-21,,Held
1352,1352,1934,2026-01-26,,Released
1353,1353,1108,2026-07-27,,Pending
1354,1354,340,2025-07-17,,Pending
1355,1355,504,2025-12-25,,Held
1356,1356,2236,2026-05-05,,Pending
1357,1357,1257,2026-03-15,,Pending
1358,1358,1882,2025-08-27,,Pending
1359,1359,2398,2025-06-29,,Pending
1360,1360,2138,2025-11-23,,Pending
1361,1361,270,2025-09-02,2025-09-23,Released
1362,1362,2506,2026-04-05,,Held
1363,1363,2725,2026-06-29,,Pending
1364,1364,293,2026-03-08,,Pending
1365,1365,2302,2025-11-13,,Released
1366,1366,2182,2025-07-19,,Held
1367,1367,2889,2026-03-09,,Held
1368,1368,398,2026-04-22,,Held
1369,1369,2723,2025-08-11,,Held
1370,1370,119,2025-09-03,,Released
1371,1371,1035,2026-04-15,,Pending
1372,1372,283,2026-02-20,,Released
1373,1373,2664,2026-01-07,,Pending
1374,1374,1776,2025-07-09,,Held
1375,1375,1138,2026-01-29,,Held
1376,1376,388,2025-10-22,,Held
1377,1377,1440,2026-01-26,2026-02-17,Released
1378,1378,1266,2026-06-03,,Held
1379,1379,544,2025-12-21,2026-01-03,Released
1380,1380,2372,2026-08-11,,Pending
1381,1381,2020,2025-06-28,,Pending
1382,1382,1090,2025-07-06,,Pending
1383,1383,684,2026-05-14,,Pending
1384,1384,874,2025-07-01,2025-07-22,Released
1385,1385,725,2025-08-02,,Pending
1386,1386,818,2026-05-22,,Pending
1387,1387,1702,2026-03-24,,Pending
1388,1388,1022,2025-12-25,2026-01-01,Released
1389,1389,2795,2026-03-28,,Held
1390,1390,384,2026-06-20,,Released
1391,1391,2380,2025-08-15,,Released
1392,1392,2221,2026-02-14,,Held
1393,1393,525,2026-07-11,,Held
1394,1394,114,2025-06-28,,Held
